Species1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Range.Size
Pyrrhura molinae,19.2,11.0,18.9,14.4,133.0,51.4,77.09,Woodland,2,1.0,Herbivore,Frugivore,Insessorial,675243.93
Pyrrhura orcesi,18.2,11.2,18.1,13.4,119.0,43.6,70.79,Forest,1,1.0,Herbivore,Frugivore,Insessorial,744.67
Pyrrhura pacifica,20.2,10.3,18.8,13.2,124.7,49.3,70.54,Forest,1,1.0,Herbivore,Frugivore,Insessorial,30514.63
Pyrrhura parvifrons,18.8,9.7,17.1,13.3,120.0,47.8,62.1,Forest,1,1.0,Herbivore,Frugivore,Insessorial,49587.4
Pyrrhura perlata,20.2,11.0,17.5,13.0,130.1,36.0,74.99,Forest,1,1.0,Herbivore,Frugivore,Insessorial,1128815.89
Pyrrhura peruviana,18.8,10.0,17.8,13.0,119.0,46.6,62.1,Forest,1,1.0,Herbivore,Frugivore,Insessorial,39672.92
Pyrrhura pfrimeri,17.4,10.3,16.2,11.0,118.4,39.3,75.9,Forest,1,1.0,Herbivore,Omnivore,Insessorial,7185.79
Pyrrhura picta,18.1,10.7,17.3,12.7,123.2,48.2,62.1,Forest,1,1.0,Herbivore,Frugivore,Insessorial,1473164.35
Pyrrhura rhodocephala,20.6,10.2,18.1,11.9,130.8,50.4,68.7,Forest,1,1.0,Herbivore,Frugivore,Insessorial,11585.27
Pyrrhura roseifrons,21.3,9.9,16.7,12.8,121.0,48.8,70.6,Forest,1,1.0,Herbivore,Frugivore,Insessorial,639450.39
Pyrrhura rupicola,19.6,11.2,17.9,13.2,124.1,46.0,74.99,Forest,1,1.0,Herbivore,Frugivore,Insessorial,545590.25
Pyrrhura snethlageae,19.1,10.1,17.8,13.9,124.2,49.9,62.1,Forest,1,1.0,Herbivore,Frugivore,Insessorial,331833.82
Pyrrhura subandina,17.9,9.1,15.4,12.1,111.8,42.3,62.1,Forest,1,1.0,Herbivore,Frugivore,Insessorial,
Pyrrhura viridicata,21.8,11.3,18.4,14.5,136.5,50.8,87.5,Forest,1,1.0,Herbivore,Frugivore,Insessorial,459.42
Rhynchopsitta pachyrhyncha,43.4,19.8,42.9,19.7,269.6,128.5,324.77,Forest,1,1.0,Herbivore,Granivore,Insessorial,596.01
Rhynchopsitta terrisi,43.0,18.2,45.2,23.4,282.8,133.1,441.99,Forest,1,1.0,Herbivore,Granivore,Insessorial,1276.56
Tanygnathus everetti,33.0,18.7,31.3,21.1,201.2,81.0,269.56,Forest,1,1.0,Herbivore,Frugivore,Insessorial,
Tanygnathus gramineus,37.9,19.7,35.3,22.7,264.0,103.7,237.3,Forest,1,1.0,Herbivore,Frugivore,Insessorial,1363.4
Tanygnathus lucionensis,33.3,18.6,31.8,20.5,181.8,80.2,215.0,Forest,1,1.0,Herbivore,Frugivore,Insessorial,290862.98
Tanygnathus megalorynchos,49.4,26.7,49.5,22.2,236.2,110.0,325.0,Forest,1,1.0,Herbivore,Frugivore,Insessorial,96725.71
Tanygnathus sumatranus,33.0,18.7,31.3,21.1,201.2,81.0,269.56,Forest,1,1.0,Herbivore,Frugivore,Insessorial,387284.95
Touit batavicus,18.8,8.3,13.7,12.0,115.6,56.0,55.0,Forest,1,2.0,Herbivore,Omnivore,Insessorial,333487.33
Touit costaricensis,22.1,10.8,16.0,11.4,114.2,49.2,80.0,Forest,1,1.0,Herbivore,Frugivore,Insessorial,9984.12
Touit dilectissimus,20.2,8.7,11.1,11.2,109.0,45.8,65.0,Forest,1,1.0,Herbivore,Frugivore,Insessorial,132570.47
Touit huetii,18.2,9.2,13.8,9.9,111.2,46.1,60.0,Forest,1,1.0,Herbivore,Frugivore,Insessorial,3167705.16
Touit melanonotus,18.9,8.8,13.3,10.2,107.5,45.1,66.51,Forest,1,2.0,Herbivore,Frugivore,Insessorial,14296.54
Touit purpuratus,20.3,7.8,13.8,13.8,106.1,45.7,59.7,Forest,1,2.0,Herbivore,Frugivore,Insessorial,3821297.27
Touit stictopterus,20.9,10.0,15.6,12.0,121.8,50.0,78.8,Forest,1,2.0,Herbivore,Omnivore,Insessorial,32941.14
Touit surdus,18.9,9.7,15.0,10.4,116.8,48.0,51.0,Forest,1,2.0,Herbivore,Frugivore,Insessorial,98992.48
Trichoglossus capistratus,22.5,11.0,18.8,18.9,145.2,69.1,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,43318.99
Trichoglossus chlorolepidotus,19.2,10.1,16.4,14.6,128.3,66.1,87.1,Woodland,2,1.0,Herbivore,Nectarivore,Insessorial,1066541.06
Trichoglossus euteles,18.4,9.7,15.8,16.3,126.2,62.8,73.7,Forest,1,1.0,Herbivore,Nectarivore,Insessorial,37893.11
Trichoglossus flavoviridis,20.4,9.8,15.7,14.4,119.5,60.4,90.5,Forest,1,1.0,Herbivore,Omnivore,Insessorial,4102.71
Trichoglossus forsteni,21.9,11.1,17.4,17.9,130.2,56.9,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,24604.96
Trichoglossus haematodus,21.3,11.6,20.7,18.8,155.2,77.2,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,875500.13
Trichoglossus iris,18.3,9.5,15.5,13.8,112.4,50.2,55.2,Forest,1,1.0,Herbivore,Nectarivore,Insessorial,31218.7
Trichoglossus johnstoniae,17.1,8.8,14.3,14.4,106.1,46.0,55.2,Forest,1,1.0,Herbivore,Nectarivore,Insessorial,8694.55
Trichoglossus meyeri,18.8,8.2,13.5,12.0,101.8,43.8,90.5,Forest,1,1.0,Herbivore,Omnivore,Insessorial,73777.06
Trichoglossus moluccanus,24.0,12.0,20.8,19.0,142.8,65.6,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,1524656.11
Trichoglossus ornatus,23.2,10.7,18.0,17.4,125.0,60.0,120.0,Forest,1,1.0,Herbivore,Nectarivore,Insessorial,172993.28
Trichoglossus rosenbergii,23.5,11.3,19.4,17.8,133.4,62.2,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,2524.16
Trichoglossus rubiginosus,21.9,10.8,17.7,17.1,141.2,61.5,77.5,Forest,1,1.0,Herbivore,Nectarivore,Insessorial,355.65
Trichoglossus rubritorquis,22.5,11.3,19.6,17.8,147.0,72.9,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,860530.55
Trichoglossus weberi,22.1,10.9,17.8,15.4,124.0,58.8,113.25,Forest,1,1.0,Herbivore,Omnivore,Insessorial,13936.58
Triclaria malachitacea,29.9,13.7,23.6,15.6,159.8,48.5,90.0,Forest,1,1.0,Herbivore,Omnivore,Insessorial,30242.84
Vini australis,15.9,6.5,10.2,14.0,99.2,48.7,49.5,Forest,2,1.0,Herbivore,Nectarivore,Insessorial,3674.17
Vini kuhlii,16.8,6.9,10.2,17.6,118.2,55.3,40.0,Forest,2,1.0,Herbivore,Herbivore terrestrial,Insessorial,37.9
Vini peruviana,14.2,6.6,8.9,14.2,107.6,49.1,29.0,Woodland,2,1.0,Herbivore,Nectarivore,Insessorial,58.62
Vini stepheni,15.0,7.2,10.4,17.1,121.2,52.0,55.0,Forest,1,1.0,Herbivore,Omnivore,Insessorial,41.11
Vini ultramarina,14.2,7.2,9.7,15.8,111.0,48.9,49.5,Forest,1,1.0,Herbivore,Omnivore,Insessorial,81.42
Nestor meridionalis,55.1,14.4,35.8,38.2,284.3,101.2,428.01,Forest,1,1.0,Herbivore,Omnivore,Insessorial,71120.91
Nestor notabilis,59.0,15.9,28.7,45.1,308.5,106.3,862.97,Grassland,2,1.0,Herbivore,Omnivore,Insessorial,63273.75
Strigops habroptila,48.7,22.4,37.5,54.5,275.1,54.6,1732.05,Forest,2,1.0,Herbivore,Omnivore,Generalist,57.25
Pterocles alchata,17.9,6.9,9.0,27.6,194.0,120.2,275.79,Grassland,3,2.0,Herbivore,Granivore,Terrestrial,3142814.68
Pterocles bicinctus,19.1,3.7,4.6,23.7,170.4,72.6,237.0,Grassland,3,1.0,Herbivore,Granivore,Terrestrial,1654904.57
Pterocles burchelli,16.2,4.2,4.8,26.6,159.2,83.2,180.67,Grassland,3,1.0,Herbivore,Granivore,Terrestrial,1218509.01
Pterocles coronatus,17.6,4.6,5.5,24.7,191.8,124.0,300.0,Desert,3,2.0,Herbivore,Granivore,Terrestrial,4815595.16
Pterocles decoratus,16.2,4.3,4.7,23.6,160.8,74.2,181.34,Shrubland,3,2.0,Herbivore,Granivore,Terrestrial,1363573.06
Pterocles exustus,16.8,3.8,4.7,22.5,175.0,100.3,202.81,Grassland,3,2.0,Herbivore,Granivore,Terrestrial,9267366.88
Pterocles gutturalis,21.2,4.7,6.3,31.2,213.4,115.0,338.0,Grassland,3,2.0,Herbivore,Granivore,Terrestrial,810480.4
Pterocles indicus,18.4,3.7,4.9,23.1,168.6,68.5,178.21,Grassland,3,1.0,Herbivore,Granivore,Terrestrial,1916026.14
Pterocles lichtensteinii,19.5,4.2,4.8,23.9,175.1,79.8,209.1,Grassland,3,1.0,Herbivore,Granivore,Terrestrial,3826174.11
Pterocles namaqua,17.9,3.8,4.9,23.6,163.6,100.5,177.0,Desert,3,2.0,Herbivore,Granivore,Terrestrial,2037622.26
Pterocles orientalis,19.7,5.7,7.0,25.7,228.2,145.5,404.87,Grassland,3,2.0,Herbivore,Granivore,Terrestrial,5783511.92
Pterocles personatus,21.6,5.4,7.1,27.0,222.8,93.8,181.3,Shrubland,3,1.0,Herbivore,Granivore,Terrestrial,263503.92
Pterocles quadricinctus,17.1,3.8,4.8,26.9,174.6,70.4,178.88,Shrubland,3,1.0,Herbivore,Granivore,Terrestrial,3917295.51
Pterocles senegallus,19.4,5.2,6.2,21.9,194.0,129.5,263.36,Desert,3,2.0,Herbivore,Granivore,Terrestrial,9258740.38
Syrrhaptes paradoxus,15.6,4.4,5.0,17.6,235.8,166.0,256.43,Grassland,3,2.0,Herbivore,Granivore,Terrestrial,7445557.07
Syrrhaptes tibetanus,16.8,5.4,6.7,22.9,249.2,139.0,343.66,Desert,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,1238571.56
Aptenodytes forsteri,94.2,13.9,17.7,47.2,179.4,6.7,33569.33,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,83236.83
Aptenodytes patagonicus,105.6,11.0,17.8,52.2,167.2,6.2,11731.07,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,24905.39
Eudyptes chrysocome,49.9,13.4,21.3,25.7,97.9,6.3,2327.85,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,35718.74
Eudyptes chrysolophus,60.8,16.2,23.9,35.1,116.5,6.7,4485.08,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,48864.72
Eudyptes moseleyi,53.4,14.0,20.4,34.8,102.2,5.7,2327.85,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,248.71
Eudyptes pachyrhynchus,49.4,16.4,23.7,31.1,155.3,3.0,3904.88,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,26.15
Eudyptes robustus,56.1,16.0,25.7,28.0,97.8,6.0,3038.02,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,2.9
Eudyptes schlegeli,70.7,16.4,26.9,29.7,121.0,6.3,4242.64,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,127.71
Eudyptes sclateri,66.2,17.6,27.2,29.4,111.3,6.6,5888.95,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,23.43
Eudyptula minor,47.5,6.9,13.7,22.1,67.2,3.8,1107.82,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,365250.03
Megadyptes antipodes,64.7,10.8,20.0,33.1,128.2,9.0,5326.24,Marine,3,1.0,Carnivore,Aquatic predator,Aquatic,80802.25
Pygoscelis adeliae,59.7,12.9,17.2,32.5,94.5,7.2,4847.67,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,148210.8
Pygoscelis antarcticus,61.8,14.8,19.2,27.0,100.5,4.8,4146.08,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,12591.58
Pygoscelis papua,64.8,12.4,17.0,33.0,126.1,6.2,5932.95,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,31443.71
Spheniscus demersus,61.5,10.1,24.3,32.3,98.5,3.6,3130.11,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,330067.23
Spheniscus humboldti,63.7,9.1,21.1,39.0,105.2,4.6,4366.39,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,73314.02
Spheniscus magellanicus,60.2,10.2,23.4,35.5,109.6,4.1,4105.1,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,940638.86
Spheniscus mendiculus,63.9,8.0,17.5,25.9,82.8,4.0,1921.86,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,1040.81
Aegolius acadicus,18.2,7.0,10.5,23.6,135.2,40.2,100.69,Forest,2,3.0,Carnivore,Vertivore,Insessorial,5712891.95
Aegolius funereus,18.2,7.9,10.5,23.4,169.1,53.2,137.18,Forest,1,2.0,Carnivore,Vertivore,Insessorial,23596074.83
Aegolius harrisii,22.0,7.6,12.4,28.1,150.1,40.6,120.0,Forest,2,1.0,Carnivore,Vertivore,Insessorial,1098550.77
Aegolius ridgwayi,18.4,7.9,10.9,23.3,138.3,34.3,80.0,Forest,1,2.0,Carnivore,Vertivore,Insessorial,43992.75
Asio abyssinicus,35.3,8.9,14.3,57.6,334.5,134.7,322.5,Forest,2,1.0,Carnivore,Vertivore,Aerial,153995.93
Asio capensis,28.1,9.7,13.4,50.9,283.2,114.1,334.0,Grassland,3,1.0,Carnivore,Vertivore,Generalist,7302556.68
Asio clamator,32.9,10.4,17.5,46.1,248.9,47.2,443.28,Grassland,2,1.0,Carnivore,Vertivore,Aerial,7163922.1
Asio flammeus,27.3,9.0,13.0,42.5,297.2,141.0,322.61,Grassland,3,3.0,Carnivore,Vertivore,Aerial,39874062.36
Asio madagascariensis,33.6,11.4,17.2,42.7,256.8,79.7,322.5,Forest,1,1.0,Carnivore,Vertivore,Aerial,579908.5
Asio otus,28.3,8.8,12.5,40.1,280.7,115.5,296.57,Forest,2,2.0,Carnivore,Vertivore,Aerial,27618929.92
Asio stygius,41.8,9.9,17.1,42.5,326.8,132.9,565.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,5017278.49
Athene blewitti,20.0,8.7,14.2,24.1,145.7,33.9,241.0,Woodland,2,1.0,Carnivore,Vertivore,Insessorial,5435.61
Athene brama,19.7,7.5,11.3,25.6,153.0,44.5,112.0,Human Modified,2,1.0,Carnivore,Invertivore,Insessorial,5213398.06
Athene cunicularia,24.1,7.9,13.7,43.4,180.0,51.0,150.61,Grassland,3,1.0,Carnivore,Vertivore,Generalist,14303129.42
Athene noctua,18.8,7.8,11.4,32.6,157.0,50.0,168.92,Human Modified,3,1.0,Carnivore,Omnivore,Insessorial,26742298.73
Athene superciliaris,25.4,9.7,14.5,36.1,194.0,53.4,231.0,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,415419.42
Bubo africanus,38.3,12.3,19.4,61.9,311.4,96.0,645.0,Rock,2,1.0,Carnivore,Vertivore,Generalist,9185929.09
Bubo ascalaphus,39.8,13.0,20.0,75.9,362.0,124.2,2100.0,Desert,3,1.0,Carnivore,Vertivore,Insessorial,3200038.62
Bubo bengalensis,45.2,13.2,20.7,73.1,378.8,138.5,1100.0,Rock,2,1.0,Carnivore,Vertivore,Insessorial,3283460.59
Bubo blakistoni,52.3,19.7,27.8,83.0,508.0,135.0,3850.0,Riverine,1,1.0,Carnivore,Aquatic predator,Insessorial,2289996.15
Bubo bubo,50.4,17.9,26.0,79.9,438.5,144.8,2668.51,Rock,2,1.0,Carnivore,Vertivore,Insessorial,31974373.19
Bubo capensis,40.0,12.6,21.2,73.0,361.0,120.2,1118.64,Shrubland,2,1.0,Carnivore,Vertivore,Insessorial,1905194.15
Bubo cinerascens,37.0,11.6,17.1,63.3,299.4,98.2,499.99,Rock,2,1.0,Carnivore,Vertivore,Insessorial,9679896.35
Bubo coromandus,43.5,14.1,22.0,59.4,397.0,135.6,1392.15,Woodland,2,1.0,Carnivore,Vertivore,Insessorial,1428965.17
Bubo lacteus,53.8,15.9,27.8,75.1,435.4,129.0,2114.94,Woodland,3,1.0,Carnivore,Vertivore,Insessorial,11298632.02
Bubo leucostictus,32.3,10.8,16.4,46.8,313.6,106.3,532.54,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2567896.43
Bubo magellanicus,40.1,12.6,20.2,65.9,336.0,113.0,1166.38,Forest,2,1.0,Carnivore,Vertivore,Insessorial,2370543.59
Bubo nipalensis,54.2,19.2,28.6,69.0,426.0,117.2,1396.42,Forest,1,1.0,Carnivore,Vertivore,Insessorial,2384160.56
Bubo philippensis,47.5,16.4,23.8,67.5,341.2,79.8,532.5,Forest,1,1.0,Carnivore,Vertivore,Insessorial,224009.38
Bubo poensis,41.5,13.4,22.0,50.3,308.4,68.6,654.94,Forest,1,1.0,Carnivore,Vertivore,Insessorial,3809271.04
Bubo scandiacus,44.3,14.9,22.1,62.2,418.8,172.0,2028.76,Grassland,3,3.0,Carnivore,Vertivore,Insessorial,5773405.49
Bubo shelleyi,55.4,18.9,29.5,71.5,430.8,105.6,1257.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,1316503.9
Bubo sumatranus,48.6,15.0,23.4,41.3,331.8,84.8,1525.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,1415096.11
Bubo virginianus,44.7,17.8,25.4,75.4,371.2,112.7,1354.5,Forest,2,1.0,Carnivore,Vertivore,Insessorial,24426738.59
Ciccaba albitarsis,32.1,9.5,15.5,48.7,263.6,88.0,307.5,Forest,1,1.0,Carnivore,Omnivore,Insessorial,325371.54
Ciccaba huhula,36.1,9.0,15.3,44.6,249.5,69.7,370.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,7366712.07
Ciccaba nigrolineata,36.6,9.0,16.0,47.4,255.0,72.4,457.89,Forest,1,1.0,Carnivore,Invertivore,Insessorial,991396.19
Ciccaba virgata,33.0,9.0,16.1,40.6,240.6,50.3,283.97,Forest,2,1.0,Carnivore,Vertivore,Insessorial,10135669.69
Glaucidium albertinum,19.3,7.9,11.2,25.1,130.2,24.5,73.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,32391.82
Glaucidium bolivianum,14.8,5.6,8.9,20.4,101.6,24.2,62.95,Forest,1,1.0,Carnivore,Omnivore,Insessorial,121188.27
Glaucidium brasilianum,15.1,6.1,10.7,17.2,93.8,16.6,63.3,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,14375175.98
Glaucidium brodiei,20.5,6.7,10.6,16.7,92.6,19.4,59.39,Forest,1,1.0,Carnivore,Vertivore,Insessorial,2470997.29
Glaucidium californicum,13.3,6.0,8.9,20.0,93.5,24.8,70.5,Forest,2,2.0,Carnivore,Vertivore,Insessorial,1898663.75
Glaucidium capense,18.2,7.5,11.2,25.6,139.2,40.5,122.0,Forest,2,1.0,Carnivore,Invertivore,Insessorial,4071921.71
Glaucidium castaneum,17.6,7.1,11.1,23.7,129.5,32.9,100.0,,1,1.0,Carnivore,Omnivore,Insessorial,91747.23
Glaucidium castanopterum,19.0,8.2,13.1,22.1,139.6,35.7,198.2,Forest,1,1.0,Carnivore,Invertivore,Insessorial,50170.82
Glaucidium castanotum,18.5,8.2,11.6,26.9,126.0,31.8,100.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,46677.71
Glaucidium cobanense,13.0,6.9,9.8,15.5,87.7,20.4,61.25,Forest,2,1.0,Carnivore,Invertivore,Insessorial,68465.71
Glaucidium costaricanum,13.2,6.0,8.9,18.5,93.8,26.0,65.99,Forest,2,1.0,Carnivore,Invertivore,Insessorial,10616.37
Glaucidium cuculoides,20.7,8.0,13.4,23.4,147.8,34.5,198.16,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4612393.64
Glaucidium gnoma,14.1,4.9,9.6,17.4,87.8,17.4,61.25,Forest,2,1.0,Carnivore,Invertivore,Insessorial,585868.15
Glaucidium griseiceps,13.4,5.9,9.4,17.8,90.4,23.8,50.58,Forest,1,1.0,Carnivore,Invertivore,Insessorial,270382.47
Glaucidium hardyi,14.7,6.4,8.9,18.9,89.5,18.0,58.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4691899.43
Glaucidium hoskinsii,12.9,7.2,9.0,20.4,88.4,21.0,61.25,Forest,2,1.0,Carnivore,Invertivore,Insessorial,44146.11
Glaucidium jardinii,14.5,7.0,9.0,21.4,99.6,25.1,66.9,Forest,2,1.0,Carnivore,Vertivore,Insessorial,205500.74
Glaucidium minutissimum,14.6,6.2,8.7,18.4,86.5,18.3,50.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1209018.27
Glaucidium mooreorum,10.8,6.4,9.3,12.6,82.2,4.8,51.0,,1,1.0,Carnivore,Omnivore,Insessorial,
Glaucidium nana,16.5,6.0,9.4,18.3,95.2,14.9,73.7,Shrubland,2,2.0,Carnivore,Vertivore,Insessorial,656548.54
Glaucidium nubicola,14.8,8.2,9.6,16.9,92.0,7.0,77.53,Forest,1,1.0,Carnivore,Omnivore,Insessorial,6915.65
Glaucidium palmarum,13.4,5.8,9.2,17.2,81.5,11.6,45.7,Forest,2,1.0,Carnivore,Vertivore,Insessorial,226441.5
Glaucidium parkeri,14.3,6.8,9.3,19.9,93.9,22.1,61.39,Forest,1,1.0,Carnivore,Vertivore,Insessorial,29014.24
Glaucidium passerinum,14.3,6.1,9.1,15.4,101.2,26.2,57.87,Forest,1,2.0,Carnivore,Vertivore,Insessorial,11366077.56
Glaucidium perlatum,15.0,7.2,10.1,22.3,110.4,27.2,79.24,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,11923401.87
Glaucidium peruanum,15.3,6.5,10.3,21.9,94.2,18.8,62.41,Shrubland,2,1.0,Carnivore,Omnivore,Insessorial,334618.81
Glaucidium radiatum,16.9,7.0,10.5,24.5,123.2,33.2,101.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,2186922.27
Glaucidium sanchezi,14.3,7.7,9.9,19.1,87.5,17.6,55.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,27181.76
Glaucidium siju,15.1,6.2,9.2,21.3,97.2,22.8,69.47,Forest,1,1.0,Carnivore,Invertivore,Insessorial,109364.76
Glaucidium sjostedti,21.0,9.0,13.1,27.2,158.0,36.8,139.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1369630.82
Glaucidium tephronotum,16.0,5.5,9.8,22.3,102.8,11.3,87.39,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2054685.26
Glaucidium tucumanum,14.5,8.3,10.2,20.4,95.1,17.3,57.5,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,448119.82
Jubula lettii,27.8,8.9,13.0,35.7,265.0,69.9,183.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2256025.42
Ketupa flavipes,48.8,16.5,22.7,78.4,432.8,110.3,2315.0,Riverine,2,1.0,Carnivore,Aquatic predator,Insessorial,2648554.3
Ketupa ketupu,50.3,14.2,21.4,64.6,335.2,72.2,1293.0,Riverine,2,1.0,Carnivore,Aquatic predator,Insessorial,2556769.49
Ketupa zeylonensis,49.7,16.9,23.8,71.2,381.1,108.2,1105.0,Riverine,2,1.0,Carnivore,Aquatic predator,Insessorial,5475867.52
Lophostrix cristata,34.3,10.1,16.2,46.0,309.6,56.6,538.66,Forest,1,1.0,Carnivore,Invertivore,Insessorial,5025098.51
Margarobyas lawrencii,20.0,6.5,10.8,33.5,143.8,36.3,95.2,Forest,2,1.0,Carnivore,Invertivore,Insessorial,109791.53
Megascops albogularis,22.7,7.7,11.4,34.6,196.2,48.5,159.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,244881.91
Megascops asio,22.0,6.4,11.8,35.5,168.5,48.4,179.99,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,4938942.17
Megascops atricapilla,21.9,7.6,11.3,33.5,171.0,42.7,118.89,Forest,1,1.0,Carnivore,Invertivore,Insessorial,990012.51
Megascops barbarus,17.7,6.6,9.7,26.0,136.0,39.5,69.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,18360.29
Megascops choliba,21.8,7.0,11.7,30.0,162.8,33.6,132.0,Human Modified,2,1.0,Carnivore,Invertivore,Insessorial,13065137.78
Megascops clarkii,22.2,8.1,11.3,38.9,180.8,48.8,158.46,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9927.9
Megascops colombianus,24.5,7.0,12.7,38.0,195.5,56.7,153.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,13694.16
Megascops cooperi,23.8,8.5,12.2,38.7,175.5,43.0,149.94,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,78738.89
Megascops gilesi,21.8,7.0,11.7,30.0,162.8,33.6,132.0,Human Modified,2,1.0,Carnivore,Invertivore,Insessorial,4488.8
Megascops guatemalae,23.8,6.5,10.4,26.1,157.0,45.2,118.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,660793.49
Megascops hoyi,22.2,7.7,11.4,31.8,170.7,46.9,110.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,54416.26
Megascops ingens,24.3,7.6,11.3,34.8,194.3,52.8,165.32,Forest,1,1.0,Carnivore,Invertivore,Insessorial,171538.44
Megascops kennicottii,24.4,6.8,12.7,39.9,176.8,47.9,141.82,Forest,2,1.0,Carnivore,Invertivore,Insessorial,3582764.44
Megascops koepckeae,21.6,7.6,11.1,35.2,171.2,42.4,116.93,Forest,2,1.0,Carnivore,Invertivore,Insessorial,160334.46
Megascops marshalli,21.2,6.4,9.8,32.2,162.2,42.0,110.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,24727.09
Megascops nudipes,22.5,7.9,11.4,38.4,165.6,34.6,137.34,Forest,2,1.0,Carnivore,Invertivore,Insessorial,9247.43
Megascops petersoni,20.1,6.9,10.8,31.8,161.2,34.4,97.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,18835.64
Megascops roboratus,22.6,6.7,10.9,36.3,164.8,41.9,126.7,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,79303.5
Megascops sanctaecatarinae,19.4,7.3,11.7,30.1,200.7,37.6,179.72,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,418281.17
Megascops seductus,23.6,7.8,12.4,41.0,173.9,45.9,160.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,90735.21
Megascops trichopsis,19.7,5.1,10.1,24.9,148.8,36.0,88.26,Forest,1,1.0,Carnivore,Invertivore,Insessorial,660977.77
Megascops vermiculatus,20.9,7.4,11.5,28.9,159.1,41.0,118.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,429930.99
Megascops watsonii,23.2,8.2,13.3,34.2,165.6,43.0,129.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,6312593.48
Micrathene whitneyi,12.9,5.2,7.4,20.1,108.2,32.5,41.0,Shrubland,2,3.0,Carnivore,Invertivore,Insessorial,643111.79
Nesasio solomonensis,45.9,13.5,22.1,58.4,263.4,60.3,1155.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,13115.12
Ninox affinis,22.5,8.2,12.8,30.1,190.8,66.1,146.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,5655.23
Ninox boobook,26.2,7.7,13.2,40.6,226.5,70.4,282.19,Forest,2,2.0,Carnivore,Invertivore,Insessorial,7695657.77
Ninox burhani,23.4,6.9,11.2,27.9,188.5,43.9,99.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,435.6
